Name,RA,DEC,zlens,zsource,R_Ein(arcsec),"maglens,i","magsource,i",Lens type,Discovery,Grade,References,unknown,Paper
221729+000349,334.371825,0.063723,-99,-99,-99,-99,0.65,-99,-99,GQ,C,C,SuGOHI4
221729-003836,334.3724,-0.6435,-99,-99,0.3,0.4,-99,18.81,20.1,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
221809-003528,334.540014,-0.591257,-99,-99,0.62,-99,-99,19.52,-99,GG,VY,C,SuGOHI6
221809-003934,334.54,-0.6595,0.406,-99,0.39,1.54,-99,18.74,20.76,CG,V,C,SuGOHI5 SuGOHI6
221850+003608,334.711916,0.602284,-99,-99,0.65,-99,-99,20.21,-99,GG,V,C,SuGOHI6
221852+014039,334.719269,1.677518,0.564,-99,-99,-99,1.38,18.96,22.87,GG,YK,B,SuGOHI1 SL2S Gavazzi et al. 2014
221856+001653,334.736611,0.281608,0.593,-99,-99,-99,1.57,18.89,21.55,GQ,YC,C,SuGOHI1 SuGOHI4
221902-012432,334.75911,-1.408972,0.202,-99,-99,-99,-99,16.7,21.77,GG,Y,C,SuGOHI1
221905+000053,334.774701,0.014789,-99,-99,0.32,-99,-99,18.47,-99,GG,VY,C,SuGOHI6
221921-003548,334.841398,-0.596833,0.508,-99,-99,-99,-99,19.2,22.81,GG,Y,C,SuGOHI1
221936+014417,334.900368,1.738072,0.678,-99,-99,-99,-99,19.41,22.79,GG,Y,C,SuGOHI1
222007-002505,335.030732,-0.418104,-99,-99,1.03,-99,-99,21.85,-99,GG,VY,B,SuGOHI6 Gavazzi et al. 2014
222012+012023,335.053499,1.339934,-99,-99,-99,-99,0.64,-99,-99,GQ,C,C,SuGOHI4
222022+000710,335.094779,0.119642,-99,-99,-99,-99,0.62,-99,-99,GQ,C,C,SuGOHI4
222027-002750,335.1148,-0.4639,-99,-99,0.81,-99,-99,20.97,-99,GG,V,C,SuGOHI5
222031-001652,335.132664,-0.281293,-99,-99,0.7,-99,-99,20.04,-99,GG,VY,C,SuGOHI6
222041+004912,335.172536,0.820114,-99,-99,0.81,-99,-99,20.21,-99,GG,V,B,SuGOHI6
222043+011343,335.183055,1.228664,0.525,-99,-99,-99,-99,18.39,20.96,GG,Y,C,SuGOHI1
222051+005815,335.2147,0.9709,0.318,-99,0.33,0.91,-99,18.13,22.57,CG,V,C,SuGOHI5
222116-002829,335.319605,-0.474964,-99,-99,0.61,-99,-99,20.19,-99,GG,V,C,SuGOHI6
222116-004456,335.320024,-0.749155,-99,-99,-99,-99,0.64,-99,-99,GQ,C,C,SuGOHI4
222142+025655,335.42661,2.948821,-99,-99,0.93,-99,-99,20.91,-99,GG,VY,C,SuGOHI6
222143-005302,335.4321,-0.8841,0.334,-99,0.34,1.33,-99,17.25,26.04,CG,VK,A,SuGOHI5 More et al. 2012 SuGOHI6 More et al. 2016
222241+010511,335.672852,1.086637,0.649,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
222245+015012,335.6884,1.8367,-99,-99,0.59,1.63,-99,19.61,27.47,CG,V,C,SuGOHI5
222246+041813,335.69316,4.30375,0.186,-99,-99,-99,-99,16.63,20.83,GG,Y,C,SuGOHI2
222301-000527,335.755713,-0.090857,-99,-99,0.25,-99,-99,17.82,-99,GG,VY,C,SuGOHI6
222315-004151,335.81407,-0.697626,-99,-99,0.53,-99,-99,19.39,-99,GG,VY,C,SuGOHI6
222321+015018,335.839753,1.838594,0.607,-99,-99,-99,-99,19.32,23.09,GG,YV,C,SuGOHI1 SuGOHI6
222329+022558,335.873676,2.432896,-99,-99,0.78,-99,-99,21.7,-99,GG,V,C,SuGOHI6
222347+004928,335.94749,0.824658,-99,-99,1.16,-99,-99,22.74,-99,GG,V,B,SuGOHI6
222403+011906,336.012931,1.318515,-99,-99,0.68,-99,-99,20.3,-99,GG,V,C,SuGOHI6
222425+012121,336.107974,1.356076,-99,-99,-99,-99,0.56,-99,-99,GQ,C,C,SuGOHI4
222445+010916,336.18912,1.154657,-99,-99,0.76,-99,-99,21.34,-99,GG,V,B,SuGOHI6
222448-001144,336.200247,-0.195807,-99,-99,0.8,-99,-99,20.9,-99,GG,VY,C,SuGOHI6
222503-004006,336.262997,-0.668532,-99,-99,0.9,-99,-99,21.02,-99,GG,V,C,SuGOHI6
222515+004822,336.316098,0.806272,-99,-99,0.28,-99,-99,18.56,-99,GG,VY,B,SuGOHI6
222525+010139,336.354245,1.027697,0.282,-99,-99,-99,-99,17.8,21.27,GG,Y,C,SuGOHI1
222532+020629,336.3852,2.108,0.451,-99,0.47,1.84,-99,18.17,19.46,CG,V,C,SuGOHI5
222542+010357,336.425,1.0658,0.296,-99,0.32,0.73,-99,18.47,21.37,CG,V,C,SuGOHI5
222555+004320,336.47995,0.722274,0.207,-99,-99,-99,-99,-99,-99,GG,C,C,SuGOHI1
222609+004141,336.5384,0.6949,0.647,1.897,0.63,1.34,-99,20.04,22.92,CG,V,A,SuGOHI5 DES
222609+004141,336.538765,0.694998,0.647,-99,-99,-99,-99,19.57,20.98,CG,Y,A,SuGOHI1 DES
222618-011940,336.576035,-1.32796,-99,-99,-99,-99,0.57,-99,-99,GQ,C,C,SuGOHI4
222624+005405,336.6002,0.9014,0.296,-99,0.28,1.49,-99,17.51,19.73,CG,V,C,SuGOHI5 SuGOHI6
222638-003449,336.6595,-0.5803,0.404,-99,0.38,0.68,-99,18.84,24.01,CG,VY,A,SuGOHI5 SuGOHI6
222649-011911,336.705987,-1.319803,-99,-99,0.25,-99,-99,17.49,-99,GG,V,C,SuGOHI6
222657-003313,336.740969,-0.553633,-99,-99,0.53,-99,-99,19.56,-99,GG,VY,C,SuGOHI6
222723+003257,336.846497,0.549375,-99,-99,0.85,-99,-99,20.78,-99,GG,VY,B,SuGOHI6
222730+012309,336.879037,1.38605,-99,-99,0.71,-99,-99,20.05,-99,GG,VY,C,SuGOHI6
222748+001716,336.951881,0.287892,-99,-99,0.67,-99,-99,19.21,-99,GG,VY,C,SuGOHI6
222751+000457,336.9662,0.0825,0.417,-99,0.4,0.83,-99,18.32,21.52,CG,V,C,SuGOHI5
222801+012805,337.008235,1.46826,0.647,2.462,-99,-99,1.73,19.35,22.85,GQ,YC,A,SuGOHI1 SuGOHI3 SuGOHI4
222840+002213,337.1686,0.3703,-99,-99,0.59,1.02,-99,20.58,22.68,CG,V,B,SuGOHI5
222844+003721,337.1844,0.6225,0.471,-99,0.5,-99,-99,19.31,-99,CG,V,C,SuGOHI5
222948+035710,337.45289,3.952838,0.166,-99,-99,-99,-99,15.94,20.31,GG,Y,C,SuGOHI2
223017-001845,337.5729,-0.3126,0.406,-99,0.4,1.22,-99,18.79,25.4,CG,V,B,SuGOHI5
223032-003922,337.634162,-0.65614,-99,-99,0.35,-99,-99,18.58,-99,GG,V,B,SuGOHI6
223041-000101,337.673313,-0.017023,-99,-99,0.47,-99,-99,19.61,-99,GG,V,C,SuGOHI6
223100+014409,337.753845,1.735959,0.649,-99,-99,-99,-99,18.94,23.39,GG,Y,C,SuGOHI1
223105+023212,337.770933,2.536904,-99,-99,0.78,-99,-99,19.6,-99,GG,V,C,SuGOHI6
223134+043347,337.8923,4.5632,-99,-99,0.63,1.17,-99,20.98,23.39,GG,V,C,SuGOHI5
223200+004015,338.001192,0.670879,-99,-99,0.9,-99,-99,20.33,-99,GG,VY,B,SuGOHI6
223211+005701,338.0462,0.9503,0.401,-99,0.4,-99,-99,18.93,19.81,CG,V,B,SuGOHI5
223211+015955,338.048434,1.998694,-99,-99,0.66,-99,-99,20.05,-99,GG,V,C,SuGOHI6
223238-002533,338.161083,-0.426111,-99,-99,-99,-99,-99,21.25,-99,CG,SVY,A,SuGOHI5 SuGOHI6
223252+011857,338.218516,1.315986,-99,-99,0.99,-99,-99,21,-99,GG,V,C,SuGOHI6
223305-005359,338.272317,-0.899844,-99,-99,0.89,-99,-99,21.42,-99,GG,V,C,SuGOHI6
223308+002956,338.286623,0.499075,-99,-99,0.9,-99,-99,21.52,-99,GG,V,C,SuGOHI6
223309+021012,338.291001,2.170099,-99,-99,0.91,-99,-99,20.28,-99,GG,V,C,SuGOHI6
223316-010409,338.32,-1.0693,-99,0.902,0.95,1.57,-99,20.88,24.92,CG,V,B,SuGOHI5
223319-001934,338.3328,-0.3262,0.398,-99,0.45,2.97,-99,21.84,-99,CG,V,B,SuGOHI5
223324+012521,338.352671,1.422614,-99,-99,0.81,-99,-99,20.99,-99,GG,VY,C,SuGOHI6
223327+032415,338.3626,3.4043,-99,-99,0.4,1.09,-99,19.97,22.87,CG,V,C,SuGOHI5
223329+012012,338.372701,1.336761,-99,-99,0.95,-99,-99,21.95,-99,GG,V,C,SuGOHI6
223332+011729,338.3843,1.2914,-99,-99,1.03,1.74,-99,21.4,23.08,CG,V,C,SuGOHI5
223341+004039,338.4233,0.6775,-99,-99,0.65,1.28,-99,22.47,23.59,GG,V,C,SuGOHI5
223346-003014,338.4453,-0.5039,0.41,-99,0.4,-99,-99,18.04,-99,CG,V,C,SuGOHI5 SuGOHI6
223352-003120,338.4676,-0.5223,-99,-99,0.62,0.97,-99,20.67,23.28,CG,V,C,SuGOHI5
223353+015721,338.4741,1.956,-99,-99,0.27,0.48,-99,18.31,19.86,CG,V,B,SuGOHI5
223359+015826,338.49971,1.974104,0.253,-99,-99,-99,0.85,-99,-99,GQ,C,C,SuGOHI1 SuGOHI4
223406+012057,338.529029,1.34927,0.67,-99,-99,-99,1.24,19.05,22.35,GQ,YCV,C,SuGOHI1 SuGOHI6 SuGOHI4
223425+015322,338.6066,1.8896,-99,-99,0.73,1.68,-99,20.7,26.48,CG,V,C,SuGOHI5
223438+043003,338.6595,4.501,0.343,-99,0.37,1.45,-99,18.39,24.85,CG,V,C,SuGOHI5
223443+030307,338.683025,3.052194,-99,-99,0.57,-99,-99,19.93,-99,GG,VY,B,SuGOHI6
223449+024250,338.707676,2.71399,-99,-99,0.34,-99,-99,18.01,-99,GG,VY,C,SuGOHI6
223459+033319,338.7475,3.5554,-99,-99,1.1,-99,-99,21.13,21.13,GG,V,C,SuGOHI5
223500+010605,338.752576,1.101608,-99,-99,0.94,-99,-99,20.63,-99,GG,V,C,SuGOHI6
223504-010746,338.769096,-1.129501,-99,-99,0.45,-99,-99,19.18,-99,GG,V,C,SuGOHI6
223507-001044,338.779953,-0.178941,-99,-99,0.93,-99,-99,21.21,-99,GG,V,C,SuGOHI6
223510-004658,338.795,-0.7828,-99,-99,0.87,3.12,-99,21.21,22.78,CG,V,C,SuGOHI5
223515+001222,338.8145,0.2062,-99,-99,0.65,-99,-99,20.75,-99,GG,V,C,SuGOHI5
223518-004747,338.826292,-0.796471,0.64,-99,-99,-99,-99,19.21,22.4,CG,Y,B,SuGOHI1
223525+041103,338.856,4.1842,0.302,-99,0.32,0.51,-99,18.39,20.91,CG,V,C,SuGOHI5
223532-013539,338.884,-1.5943,-99,-99,0.48,1.32,-99,-99,-99,CG,V,B,SuGOHI5
223548+000303,338.9534,0.0508,0.735,-99,0.76,1.02,-99,20.33,23.98,CG,V,B,SuGOHI5
223614+061620,339.0585,6.2722,0.35,-99,0.37,1.66,-99,18.33,24.41,CG,V,B,SuGOHI5
223626-005400,339.109605,-0.900208,-99,-99,0.99,-99,-99,20.86,-99,GG,VY,B,SuGOHI6
223641+021850,339.171826,2.313911,-99,-99,0.75,-99,-99,20.11,-99,GG,V,C,SuGOHI6
223648+004832,339.2015,0.8089,-99,-99,0.73,1.24,-99,21.48,23.29,GG,V,C,SuGOHI5
223654+012054,339.227649,1.34841,-99,-99,0.84,-99,-99,20.42,-99,GG,VY,C,SuGOHI6
223654+024042,339.2255,2.6783,-99,-99,0.38,-99,-99,19.39,20.36,GG,V,B,SuGOHI5
223655-011320,339.229174,-1.222394,-99,-99,0.35,-99,-99,18.28,-99,GG,VY,C,SuGOHI6
223655-012652,339.232274,-1.447883,-99,-99,1,-99,-99,21.2,-99,GG,VY,C,SuGOHI6
223733+005015,339.389734,0.837717,0.604,2.143,-99,-99,1.29,19.07,22.9,GG,Y,A,SuGOHI1 SuGOHI3
223734+020604,339.3955,2.1013,0.359,-99,0.32,1.43,-99,18.17,22,CG,V,C,SuGOHI5
223735+004014,339.39735,0.670782,-99,-99,0.47,-99,-99,17.97,-99,GG,VY,B,SuGOHI6
223744+005339,339.434518,0.894338,0.621,-99,-99,-99,-99,19.83,21.88,GG,YC,C,SuGOHI1
223855+010651,339.7315,1.1144,-99,-99,0.74,0.93,-99,22.2,24.01,CG,V,C,SuGOHI5
223912+021731,339.802324,2.292149,-99,-99,1.17,-99,-99,21.23,-99,GG,V,C,SuGOHI6
223931+000525,339.879218,0.090383,-99,-99,0.61,-99,-99,19.7,-99,GG,V,C,SuGOHI6
223934+023506,339.894458,2.585222,-99,-99,-99,-99,-99,21.87,-99,CG,SV,A,SuGOHI5 SuGOHI6
223934+034049,339.89244,3.680494,0.664,-99,-99,-99,-99,18.92,22.04,GG,Y,C,SuGOHI2
223938-002916,339.91139,-0.48798,-99,-99,1.14,-99,-99,22.13,-99,GG,VY,C,SuGOHI6
223949+004704,339.954685,0.784512,0.455,-99,-99,-99,-99,19.04,22.03,GG,Y,C,SuGOHI1
224001+022020,340.0061,2.339,-99,-99,0.55,1.37,-99,20.42,24.11,CG,V,C,SuGOHI5
224036+013239,340.1506,1.5442,-99,-99,0.2,-99,-99,17.05,-99,GG,V,C,SuGOHI5
224039+024220,340.163666,2.705691,0.446,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
224055-000045,340.2303,-0.0127,-99,-99,0.36,1.41,-99,19.62,22.1,CG,V,C,SuGOHI5
224058-002942,340.2423,-0.495,-99,-99,1.1,2.98,-99,21.09,24.64,CG,V,C,SuGOHI5
224107+022740,340.2804,2.4612,-99,-99,0.39,1.68,-99,18.7,26.07,CG,V,C,SuGOHI5
224111+014624,340.2995,1.7734,0.07,-99,0.06,-99,-99,15.48,-99,CG,V,C,SuGOHI5
224113+012957,340.3074,1.4991,0.364,-99,0.39,1.41,-99,19.48,27.4,CG,V,C,SuGOHI5
224116+001321,340.319469,0.222692,-99,-99,0.82,-99,-99,20.77,-99,GG,VY,C,SuGOHI6
224154+000331,340.477612,0.058785,-99,-99,0.58,-99,-99,19.64,-99,GG,VY,B,SuGOHI6
224201+022810,340.504922,2.469615,0.443,-99,-99,-99,-99,18.07,22.33,GG,Y,B,SuGOHI1
224211+023023,340.548472,2.5066,-99,-99,0.75,-99,-99,20.59,-99,GG,V,B,SuGOHI6
224221+001144,340.589927,0.195754,0.385,-99,-99,-99,1.41,17.77,21.64,GQ,YCV,A,SuGOHI1 SuGOHI5 SuGOHI4
224246+002646,340.694761,0.446121,-99,-99,0.57,-99,-99,19.83,-99,GG,VY,C,SuGOHI6
224259+023138,340.749469,2.52732,-99,-99,0.63,-99,-99,20.36,-99,GG,VY,C,SuGOHI6
224301+002308,340.757947,0.385743,-99,-99,0.52,-99,-99,19.23,-99,GG,V,C,SuGOHI6
224306-010750,340.778854,-1.130817,-99,-99,0.48,-99,-99,19.35,-99,GG,VY,B,SuGOHI6
224333-000531,340.8879,-0.0921,0.614,-99,0.61,0.91,-99,19.51,20.93,CG,V,C,SuGOHI5
224346+020945,340.9416,2.1625,-99,-99,0.53,0.75,-99,20.24,23.77,CG,V,C,SuGOHI5
224359-000448,340.9989,-0.0802,0.69,-99,0.71,1.97,-99,20.55,26.84,CG,V,B,SuGOHI5
224405+022536,341.021671,2.42684,-99,-99,1,-99,-99,21.73,-99,GG,VY,C,SuGOHI6
224411+013819,341.049019,1.638868,-99,-99,0.51,-99,-99,19.49,-99,GG,V,C,SuGOHI6
224429-001759,341.122648,-0.299795,-99,-99,0.85,-99,-99,21.05,-99,GG,VY,B,SuGOHI6
224454+031551,341.22859,3.264187,0.791,-99,-99,-99,-99,19.61,23.44,GG,Y,B,SuGOHI2
224511+041434,341.2973,4.2428,0.454,-99,0.46,-99,-99,19.06,21.3,CG,V,C,SuGOHI5
224519+015409,341.33067,1.902552,-99,-99,0.99,-99,-99,21.83,-99,GG,VY,C,SuGOHI6
224535+023439,341.399239,2.577642,-99,-99,0.56,-99,-99,19.32,-99,GG,V,C,SuGOHI6
224551+004746,341.462584,0.796162,-99,-99,0.49,-99,-99,18.93,-99,GG,V,C,SuGOHI6
224610-004134,341.5457,-0.6929,-99,-99,0.78,1.87,-99,20.38,25.26,CG,V,C,SuGOHI5
224614+055828,341.5608,5.9746,0.34,-99,0.31,0.8,-99,18.51,21.48,CG,V,A,SuGOHI5
224618-003841,341.576731,-0.644923,-99,-99,0.35,-99,-99,18.12,-99,GG,VY,C,SuGOHI6
224628+005315,341.620294,0.887514,-99,-99,0.39,-99,-99,18.8,-99,GG,V,C,SuGOHI6
224644+041550,341.687,4.2639,-99,-99,1.02,1.25,-99,20.63,23.52,CG,V,B,SuGOHI5
224647+041640,341.6958,4.278,-99,-99,0.48,1.26,-99,19.85,20.3,CG,V,C,SuGOHI5
224708+020300,341.784472,2.050227,-99,-99,0.85,-99,-99,20.87,-99,GG,V,C,SuGOHI6
224718+034011,341.82644,3.669888,0.648,-99,-99,-99,-99,19.73,22.67,GG,Y,C,SuGOHI2
224756+020021,341.986685,2.005855,-99,-99,0.8,-99,-99,21.41,-99,GG,V,C,SuGOHI6
224758+020648,341.993724,2.113595,-99,-99,0.72,-99,-99,20.64,-99,GG,V,B,SuGOHI6
224800-010259,342.00298,-1.049905,0.277,-99,-99,-99,-99,17.16,20.21,GG,Y,B,SuGOHI2
224804+023036,342.017245,2.510147,-99,-99,0.41,-99,-99,18.74,-99,GG,V,C,SuGOHI6
224822+015005,342.09566,1.834973,0.567,-99,-99,-99,1.79,19.25,-99,GQ,CVY,C,SuGOHI1 SuGOHI6 SuGOHI4
224858+014711,342.24575,1.786463,0.36,-99,-99,-99,-99,17.42,21.1,CG,Y,B,SuGOHI1
224859+014713,342.2458,1.787,0.36,-99,0.38,1.41,-99,18.75,25.38,CG,V,B,SuGOHI5
224904+013104,342.268,1.518,-99,-99,1.22,2.17,-99,21.8,26.42,CG,V,C,SuGOHI5
224913+010854,342.305396,1.148334,-99,-99,1.03,-99,-99,20.69,-99,GG,V,C,SuGOHI6
224938-011044,342.41,-1.1789,0.34,-99,0.36,0.79,-99,18.45,20.11,CG,V,C,SuGOHI5 DES
224950-001421,342.4609,-0.2393,-99,-99,0.5,1.27,-99,20,21.31,CG,V,C,SuGOHI5
225011+002332,342.549681,0.392402,0.534,-99,-99,-99,-99,18.2,21.51,GG,YC,C,SuGOHI1
225016+000701,342.570221,0.117165,-99,-99,0.47,-99,-99,19.18,-99,GG,VY,C,SuGOHI6
225019+004804,342.579404,0.801152,0.53,-99,-99,-99,-99,19.48,21.5,GG,Y,C,SuGOHI1
225144-005537,342.933842,-0.927207,0.533,-99,-99,-99,-99,18.9,22,GG,Y,C,SuGOHI1
225212+020335,343.05334,2.059896,0.468,-99,-99,-99,-99,19.03,22.68,GG,Y,C,SuGOHI2
225237-003634,343.157046,-0.609639,0.542,-99,-99,-99,-99,19.32,21.69,GG,Y,C,SuGOHI1
225238+043337,343.159,4.5602,0.669,-99,0.71,1.32,-99,19.96,22.94,CG,V,C,SuGOHI5
225249+032447,343.2064,3.4131,0.422,-99,0.43,0.75,-99,18.69,22.68,CG,V,C,SuGOHI5
225252+020332,343.2189,2.0591,-99,-99,0.49,0.93,-99,19.56,20.09,CG,V,C,SuGOHI5
225324+015005,343.35,1.8348,0.471,-99,0.48,1.35,-99,19.12,19.41,CG,V,C,SuGOHI5
225659+011636,344.2483,1.276731,0.358,-99,-99,-99,-99,18.28,23.15,GG,Y,C,SuGOHI2
225800+004533,344.5026,0.759368,0.576,-99,-99,-99,-99,18.75,23.28,GG,Y,B,SuGOHI2
225802+005931,344.50849,0.992122,0.586,-99,-99,-99,-99,19.86,23.07,GG,Y,C,SuGOHI2
225804+021106,344.517,2.185,-99,-99,0.64,1.54,-99,20.9,26.97,CG,V,C,SuGOHI5
225815+003129,344.5655,0.5247,0.256,-99,0.26,1.28,-99,17.09,20.16,CG,V,B,SuGOHI5
225904+022927,344.76798,2.491053,0.641,-99,-99,-99,-99,19.87,22.54,GG,Y,C,SuGOHI2
225932+001611,344.88626,0.269812,0.292,-99,-99,-99,-99,17.93,20.46,GG,Y,C,SuGOHI2
225948+000944,344.95378,0.162399,0.487,-99,-99,-99,-99,19.4,22.61,GG,Y,C,SuGOHI2
230152+021308,345.46737,2.218902,0.639,-99,-99,-99,-99,19.47,23.25,GG,Y,C,SuGOHI2
230219+004539,345.58176,0.760912,0.709,-99,-99,-99,-99,19.08,21.51,GG,Y,C,SuGOHI2
230229-013557,345.6211,-1.5992,0.44,-99,0.42,-99,-99,-99,-99,CG,V,C,SuGOHI5
230236+021828,345.65267,2.3079,0.535,-99,-99,-99,-99,18.29,22.88,GG,Y,C,SuGOHI2
230313+025724,345.80767,2.956873,0.539,-99,-99,-99,-99,18.77,22.91,GG,Y,C,SuGOHI2
230320+000352,345.83411,0.0646,0.528,-99,-99,-99,-99,18.93,21.76,GG,Y,C,SuGOHI2
230335+003703,345.89654,0.617549,0.458,0.936,-99,-99,1.02,18.77,22.74,GG,YK,A,SuGOHI2 BELLS SuGOHI3
230423+021210,346.0964,2.2028,-99,-99,0.62,1.32,-99,20.19,23.41,CG,V,C,SuGOHI5
230518+055356,346.3285,5.8991,0.298,-99,0.31,-99,-99,-99,-99,CG,V,C,SuGOHI5
230521-000211,346.34027,-0.036575,0.492,-99,-99,-99,-99,18.81,21.21,GG,Y,A,SuGOHI2 DES
230556+000459,346.4857,0.0832,0.371,-99,0.4,0.77,-99,18.53,24.89,CG,V,C,SuGOHI5
230624+020506,346.602,2.0851,-99,-99,0.6,1.02,-99,19.44,21.19,CG,V,C,SuGOHI5
230629+033013,346.6242,3.5038,0.318,-99,0.33,-99,-99,-99,-99,CG,V,C,SuGOHI5
230658+022543,346.74283,2.428647,0.362,-99,-99,-99,-99,17.29,21.41,CG,YV,B,SuGOHI2 SuGOHI5
230815-001723,347.0632,-0.2897,0.393,-99,0.42,-99,-99,18.53,-99,GG,V,C,SuGOHI5
230938-000326,347.41014,-0.057309,0.583,-99,-99,-99,-99,18.66,21.68,GG,Y,C,SuGOHI2
230950+011932,347.4622,1.3256,-99,-99,0.01,0.9,-99,-99,22.28,CG,V,C,SuGOHI5
230957+020406,347.4916,2.0684,-99,-99,0.2,0.44,-99,18.19,18.39,GG,V,C,SuGOHI5
231001+013550,347.50731,1.597387,0.573,-99,-99,-99,-99,19.84,22.71,GG,Y,C,SuGOHI2
231004+024759,347.51961,2.79992,0.39,-99,-99,-99,-99,17.34,21.07,GG,YV,B,SuGOHI2 SuGOHI5
231009+015726,347.53893,1.957454,0.572,-99,-99,-99,-99,18.51,21.4,CG,YV,C,SuGOHI2 SuGOHI5
231034+024756,347.64305,2.799031,0.57,-99,-99,-99,-99,19.43,21.68,GG,Y,C,SuGOHI2
231123+011451,347.84907,1.247769,0.561,-99,-99,-99,-99,19.1,22,GG,Y,C,SuGOHI2
231145-013039,347.93785,-1.510872,0.4,-99,-99,-99,-99,18.02,22.35,GG,Y,B,SuGOHI2
231153-001830,347.97348,-0.308363,0.564,-99,-99,-99,-99,19.39,21.96,GG,Y,C,SuGOHI2
231230+015645,348.12679,1.946017,0.521,-99,-99,-99,-99,19.26,22.58,GG,Y,C,SuGOHI2
231250+044152,348.2098,4.698,-99,-99,0.26,-99,-99,-99,-99,CG,V,C,SuGOHI5
231253-001112,348.224,-0.186876,0.586,-99,-99,-99,-99,18.72,23.19,GG,Y,C,SuGOHI2
231334+003402,348.3917,0.5674,0.37,-99,0.37,1.7,-99,19.4,23.19,CG,V,C,SuGOHI5
231354-010448,348.477,-1.0801,0.531,-99,0.53,1.09,-99,18.95,20.82,CG,V,A,SuGOHI5 DES RCS2
231356+042709,348.4846,4.4526,0.339,-99,0.31,-99,-99,-99,-99,CG,V,C,SuGOHI5
231412+015617,348.5506,1.9381,-99,-99,0.6,1.39,-99,19.95,23.95,CG,V,C,SuGOHI5
231416-000310,348.5672,-0.0529,-99,-99,0.6,-99,-99,19.12,22.43,CG,V,B,SuGOHI5
231431+013548,348.6305,1.5968,0.524,-99,0.59,2.45,-99,19.57,22.33,CG,V,C,SuGOHI5
231444+003739,348.68642,0.627506,0.59,-99,-99,-99,-99,19.25,22.93,GG,Y,C,SuGOHI2
231555+012906,348.97997,1.485014,0.424,-99,-99,-99,-99,17.82,21.78,CG,Y,B,SuGOHI2
231555+012908,348.98,1.4856,0.424,-99,0.46,1.76,-99,19.06,26.4,CG,V,B,SuGOHI5
231621+014836,349.0911,1.8101,0.579,-99,0.6,-99,-99,19.66,-99,GG,V,C,SuGOHI5
231654+030016,349.22624,3.004679,0.339,-99,-99,-99,-99,17.23,22.26,GG,Y,C,SuGOHI2
231702+010246,349.261,1.0461,0.4,-99,0.46,0.52,-99,18.95,19.91,CG,V,C,SuGOHI5
231830-002441,349.6267,-0.4114,0.382,-99,0.39,2.15,-99,18.4,29.78,CG,V,C,SuGOHI5
231905-002600,349.77437,-0.433432,0.549,-99,-99,-99,-99,19.06,21.97,GG,Y,C,SuGOHI2
231946+003009,349.9442,0.5026,-99,-99,0.89,1.28,-99,20.5,23.64,CG,V,C,SuGOHI5
231953+003813,349.9726,0.637,-99,-99,0.94,2.09,-99,21.07,23.98,CG,V,B,SuGOHI5
231959+005814,349.9977,0.9706,-99,-99,1.81,2.44,-99,20.78,25.27,CG,V,C,SuGOHI5
232102+022108,350.25863,2.352278,0.672,-99,-99,-99,-99,19.06,21.72,GG,Y,C,SuGOHI2
232159+002050,350.49902,0.347331,0.436,-99,-99,-99,-99,18.22,22.4,GG,Y,C,SuGOHI2
232200+065617,350.5024,6.9381,0.388,-99,0.35,-99,-99,-99,-99,CG,V,C,SuGOHI5
232211+000804,350.54827,0.134641,0.785,-99,-99,-99,-99,19.14,21.61,GG,Y,C,SuGOHI2
232228+010845,350.6175,1.1459,0.446,-99,0.47,1.47,-99,18.99,26.2,CG,V,C,SuGOHI5
232229-002222,350.6236,-0.3729,0.282,-99,0.31,1.62,-99,18.22,26.5,CG,V,C,SuGOHI5
232309+061245,350.7886,6.2127,-99,-99,0.31,-99,-99,-99,-99,GG,V,C,SuGOHI5
232320+063001,350.8364,6.5003,0.123,-99,0.11,-99,-99,-99,-99,CG,V,C,SuGOHI5
232346-003037,350.9419,-0.5105,-99,-99,0.91,1.32,-99,20.76,22.24,GG,V,B,SuGOHI5 DES
232408+011048,351.03658,1.180151,0.593,-99,-99,-99,-99,18.94,21.57,GG,Y,C,SuGOHI2
232409+012728,351.0396,1.4578,0.19,-99,0.19,0.58,-99,17.29,19.08,GG,V,B,SuGOHI5
232415+011331,351.06518,1.225478,0.592,-99,-99,-99,-99,19.19,22.38,GG,Y,B,SuGOHI2
232433+013623,351.1393,1.6064,0.594,-99,0.53,-99,-99,19.13,22.28,CG,V,C,SuGOHI5
232435+021314,351.14774,2.220787,0.704,-99,-99,-99,-99,20.03,21.5,GG,Y,C,SuGOHI2
232525-001545,351.3547,-0.2627,-99,-99,0.92,1.27,-99,21.71,24.1,CG,V,C,SuGOHI5
232602+014639,351.5111,1.7776,0.437,-99,0.44,1.02,-99,19.16,22.85,CG,V,C,SuGOHI5
232717+003319,351.8219,0.5555,-99,-99,0.48,-99,-99,20.23,21.14,GG,V,C,SuGOHI5
232742+001745,351.9257,0.296,-99,-99,0.24,0.62,-99,19.53,21.87,CG,V,C,SuGOHI5
232853+000536,352.2238,0.0935,0.443,-99,0.5,-99,-99,18.66,19.99,CG,V,B,SuGOHI5
232923-004855,352.3487,-0.8154,0.301,-99,0.31,2.07,-99,17.62,27.28,CG,V,C,SuGOHI5
